OID,PlatformName,DateTime,Speed_km_hr,Distance_1_sec,Shape_Length,BEARING,POINT_X,POINT_Y,POINT_Z,PlatformTypeName
-1,Badger1,10/2/2018 16:46:39,60.000000000000000,16.666666666666668,,252.149598511510931,-67.135607766031967,18.496355599013349,0.000000000000000,Vehicle
-1, Sparrow1,10/2/2018 16:46:39,800.000000000000000,222.222222222222229,,238.522729372331952,-67.124108356568257,18.495872979793159,0.000000000000000,Aircraft
-1,Neptune1,10/2/2018 16:46:39,40.000000000000000,11.111111111111111,,341.784051853433539,-67.026115536989565,18.509810328910159,0.000000000000000,Ship
-1,Mako1,10/2/2018 16:46:39,60.000000000000000,16.666666666666668,,307.354419179448996,-67.108369653742457,18.515606235596124,0.000000000000000,Speed Boat
-1,Badger1,10/2/2018 16:46:41,60.000000000000000,16.666666666666668,,0.481853634905917,-67.135607766031967,18.496497583769703,0.000000000000000,Vehicle
-1, Sparrow1,10/2/2018 16:46:41,800.000000000000000,222.222222222222229,,238.522729372331952,-67.125845950949980,18.494941181925604,0.000000000000000,Aircraft
-1,Mako1,10/2/2018 16:46:41,60.000000000000000,16.666666666666668,,307.354419179448996,-67.108489353336040,18.515691510856904,0.000000000000000,Speed Boat
-1,Neptune1,10/2/2018 16:46:41,40.000000000000000,11.111111111111111,,341.784051853433539,-67.026146561201102,18.509900290499033,0.000000000000000,Ship
-1,Badger1,10/2/2018 16:46:42,60.000000000000000,16.666666666666668,,25.720370256486945,-67.135607766031967,18.496639569260257,0.000000000000000,Vehicle
-1, Sparrow1,10/2/2018 16:46:42,800.000000000000000,222.222222222222229,,246.320603315261593,-67.127616832425488,18.494067555163195,0.000000000000000,Aircraft
-1,Mako1,10/2/2018 16:46:42,60.000000000000000,16.666666666666668,,305.595624230940814,-67.108609739242397,18.515775914668449,0.000000000000000,Speed Boat
-1,Neptune1,10/2/2018 16:46:42,40.000000000000000,11.111111111111111,,341.998486617962669,-67.026177407546257,18.509990306558606,0.000000000000000,Ship
-1,Neptune1,10/2/2018 16:46:43,40.000000000000000,11.111111111111111,,341.998486617962669,-67.026208075126675,18.510080377088858,0.000000000000000,Ship
-1, Sparrow1,10/2/2018 16:46:43,800.000000000000000,222.222222222222229,,248.267826245095847,-67.129417420307846,18.493250332646131,0.000000000000000,Aircraft
-1,Mako1,10/2/2018 16:46:43,60.000000000000000,16.666666666666668,,305.151426245524135,-67.108730806071634,18.515859438513907,0.000000000000000,Speed Boat
-1,Badger1,10/2/2018 16:46:43,60.000000000000000,16.666666666666668,,25.720370256486945,-67.135606509288095,18.496781282021832,0.000000000000000,Vehicle
-1,Mako1,10/2/2018 16:46:44,60.000000000000000,16.666666666666668,,304.705719983946096,-67.108852549332141,18.515942073024622,0.000000000000000,Speed Boat
-1, Sparrow1,10/2/2018 16:46:44,800.000000000000000,222.222222222222229,,250.288991250270158,-67.131245520909744,18.492490034008238,0.000000000000000,Aircraft
-1,Neptune1,10/2/2018 16:46:44,40.000000000000000,11.111111111111111,,342.429503200215095,-67.026238564840725,18.510170502941435,0.000000000000000,Ship
-1,Badger1,10/2/2018 16:46:44,60.000000000000000,16.666666666666668,,25.720370256486945,-67.135541534102700,18.496909198843543,0.000000000000000,Vehicle
-1,Badger1,10/2/2018 16:46:45,60.000000000000000,16.666666666666668,,25.720370256486945,-67.135476558917276,18.497037116421641,0.000000000000000,Vehicle
-1,Neptune1,10/2/2018 16:46:45,40.000000000000000,11.111111111111111,,342.537631700181862,-67.026268875790052,18.510260682412667,0.000000000000000,Ship
-1,Mako1,10/2/2018 16:46:45,60.000000000000000,16.666666666666668,,304.258368579600074,-67.108974964532393,18.516023809683720,0.000000000000000,Speed Boat
-1, Sparrow1,10/2/2018 16:46:45,800.000000000000000,222.222222222222229,,252.407035306046708,-67.133099800232102,18.491789082058791,0.000000000000000,Aircraft
